longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,Unnamed: 8,ocean_proximity,median_house_value,,median_house_value
-123.21,40.51,16,241,84,152,61,1.375,,INLAND,90522,,48800
-121.94,37.95,18,2541,355,986,346,7.1978,,INLAND,281719.01,,288000
-121.87,37.42,19,12128,2112,6810,2040,6.4419,,<1H OCEAN,313560.05,,264500
-117.37,34.12,32,3190,568,1614,512,3.8398,,INLAND,115705,,118200
-121.99,38.26,18,921,126,368,120,6.0842,,INLAND,224465,,261100
-121.48,38.59,43,987,240,1253,237,0.9204,,INLAND,66653,,82100
-119.72,36.81,15,2175,564,1194,482,2.6767,,INLAND,86314,,87500
-122.54,37.72,17,2975,968,1453,828,3.527,,NEAR OCEAN,284610.02,,318900
-118.15,33.84,36,2987,491,1360,497,4.8013,,<1H OCEAN,260960.03,,224100
-122.04,37.57,12,5719,1064,3436,1057,5.2879,,NEAR BAY,242832,,231200
-122.53,37.97,37,1340,322,621,314,3.5588,,NEAR BAY,230693,,268800
-118.19,34.08,35,1554,381,1487,374,1.9038,,<1H OCEAN,145492,,139500
-116.99,32.85,32,5211,949,3025,948,4.0931,,<1H OCEAN,174185,,134200
-121.83,37.2,6,3694,574,1554,527,6.8333,,<1H OCEAN,357185.15,,348000
-117.25,34.49,4,2372,361,1017,322,5.1112,,INLAND,145116,,170900
-121.13,38.55,8,530,109,398,96,4.2031,,INLAND,161026.98,,212500
-118.76,34.13,10,4355,716,2030,674,6.5571,,NEAR OCEAN,401223.33,,500001
-117.97,33.76,18,1862,399,1301,369,3.1771,,<1H OCEAN,200437,,194000
-118.54,34.05,33,6778,1092,2540,1052,8.565,,<1H OCEAN,486179.55,,500001
-118.3,34.02,34,3184,772,2474,705,1.631,,<1H OCEAN,172977,,137500
-121.3,38.65,36,1665,293,846,306,3.5852,,INLAND,117384,,121600
-124.16,40.78,46,1975,346,791,349,3.8,,NEAR OCEAN,208672,,81800
-122.34,37.55,25,4470,518,1507,504,13.3913,,NEAR OCEAN,483388.76,,500001
-122.03,37.03,21,4650,733,2014,704,5.6233,,NEAR OCEAN,346297.01,,322000
-118.19,34.02,45,1535,432,1820,419,1.7801,,<1H OCEAN,135550,,142800
-121.58,37.01,44,3192,565,1439,568,4.3693,,INLAND,208760.99,,234000
-118.54,34.23,35,3422,601,1690,574,4.375,,<1H OCEAN,217415,,232900
-121.75,36.77,25,1851,418,1678,390,3.2937,,<1H OCEAN,180864,,135300
-120.36,40.45,19,689,143,355,127,1.7333,,INLAND,115748,,70000
-122.42,37.75,52,1609,510,1155,439,2.2328,,NEAR BAY,230386.01,,250000
-117.08,32.67,31,3008,764,2088,757,2.5662,,NEAR OCEAN,135397,,118200
-121.37,38.63,32,3658,797,1452,715,2.6623,,INLAND,133470,,120700
-122.29,37.89,52,2178,421,940,423,5.0551,,NEAR BAY,336721.04,,232200
-122.01,37.91,21,10093,1269,3645,1219,7.6877,,NEAR BAY,361849.07,,367700
-122.38,37.73,40,543,,259,89,2.2167,,NEAR BAY,193618.03,,193800
-121.96,37.55,4,3746,993,1606,838,4.1387,,<1H OCEAN,237508,,162500
-121.49,38.61,6,4391,974,1982,914,3.4291,,INLAND,131476,,105300
-121.3,38.72,15,2514,482,1166,503,2.2813,,INLAND,112615,,131900
-122.53,37.89,35,4127,689,1596,707,5.9073,,NEAR BAY,334745.06,,400400
-119.04,35.35,27,4590,897,2212,894,3.1753,,INLAND,95106,,85000
-117.74,33.73,18,328,68,391,60,4.1167,,<1H OCEAN,177124.02,,87500
-122.49,37.86,52,2175,510,809,503,4.5398,,NEAR BAY,422934.21,,442000
-118.5,34.02,28,5109,1482,2313,1451,3.3266,,<1H OCEAN,335114.06,,483300
-117.92,33.84,38,1316,263,671,278,3.2969,,<1H OCEAN,196806,,220000
-122.49,37.78,49,2176,441,1040,448,4.2414,,NEAR BAY,343355.02,,500001
-118,33.82,18,2947,559,1820,551,4.5294,,<1H OCEAN,212722.01,,224800
-122.2,37.84,30,2211,346,844,343,6.0666,,NEAR BAY,339200,,311500
-118.06,34.09,38,2036,388,1096,371,4.0625,,<1H OCEAN,207471,,262500
-117.22,32.74,52,1283,173,436,190,7.4029,,NEAR OCEAN,442465.47,,345700
-122.07,37.72,26,3204,477,1411,484,5.4834,,NEAR BAY,285300,,295200
-117.21,32.83,35,2259,501,1340,511,3.4482,,NEAR OCEAN,250269.08,,162500
-118.29,33.84,11,2274,617,1897,622,3.5094,,<1H OCEAN,207143,,162900
-117.95,33.68,19,1028,191,340,159,3.6364,,<1H OCEAN,212682,,252800
-120.37,34.9,17,2649,386,1057,362,4.7813,,<1H OCEAN,216307,,326800
-122.76,38.44,11,2895,524,1633,534,4.7283,,<1H OCEAN,237201,,170200
-118.32,33.89,45,1928,453,1323,458,4.2813,,<1H OCEAN,237556,,210100
-117.06,32.58,13,3435,708,1761,699,3.4792,,NEAR OCEAN,142498,,107600
-121.05,38.14,19,3326,561,1544,511,2.9875,,INLAND,116762,,166300
-119.06,34.36,52,1409,359,981,304,2.7951,,<1H OCEAN,233985.05,,199300
-118.01,33.7,24,3856,567,1741,588,7.248,,<1H OCEAN,361699.11,,302700
-121.83,37.38,15,4430,992,3278,1018,4.5533,,<1H OCEAN,217819,,209900
-118.16,33.91,41,1806,408,1146,374,2.9643,,<1H OCEAN,166378,,162200
-118.74,34.27,23,2493,522,1488,505,4.18,,<1H OCEAN,216606,,215000
-117.08,32.7,35,1477,264,852,279,3.1786,,NEAR OCEAN,148917,,100600
-122.42,37.62,40,1545,264,756,282,4.4643,,NEAR OCEAN,297690.04,,308100
-118.23,33.94,35,1090,267,1339,263,2.1607,,<1H OCEAN,112090,,97600
-122.43,37.63,15,2748,997,1447,901,3.5214,,NEAR OCEAN,286697.02,,144200
-121.42,38.48,13,7880,1992,4749,1882,1.9657,,INLAND,151887,,116000
-121.47,38.7,31,1007,181,563,185,3.625,,INLAND,117941,,91300
-122.04,37.31,24,3388,633,1627,585,5.154,,<1H OCEAN,312693.06,,355100
-117.34,34.11,29,2912,566,2188,518,3.2656,,INLAND,109228,,90600
-122.09,37.7,30,1751,269,731,263,6.005,,NEAR BAY,314088,,263900
-118.36,33.93,27,4445,1231,3340,1113,3.1656,,<1H OCEAN,223101,,204500
-119.92,36.77,18,1422,243,702,230,3.6204,,INLAND,103121,,119800
-122.47,37.78,51,1485,386,880,385,2.7431,,NEAR BAY,290880,,307100
-120.8,35.33,20,2200,393,996,365,3.587,,NEAR OCEAN,246492,,330000
-122.28,37.85,48,2063,484,1054,466,2.2625,,NEAR BAY,129389,,132900
-118.02,34.11,35,2454,458,1110,435,3.8029,,INLAND,198084,,414800
-117.75,33.54,21,8711,1544,3173,1396,5.0907,,<1H OCEAN,291097.06,,378200
-118.19,33.98,33,151,83,380,83,1.4224,,<1H OCEAN,154904.01,,189600
-116.9,32.79,21,3770,491,1410,446,6.7685,,<1H OCEAN,315201.11,,294700
-119.57,36.7,7,1761,309,974,308,3.7261,,INLAND,111536,,83900
-118.43,34.17,42,777,102,284,113,11.2093,,<1H OCEAN,499468.99,,500001
-121.29,38.01,10,69,16,50,20,3.75,,INLAND,146695,,120800
-117.93,33.64,24,1395,396,1478,404,2.5301,,<1H OCEAN,171452,,192900
-116.88,33.05,11,7217,1583,4197,1502,2.8827,,<1H OCEAN,142487,,166700
-121.37,38.61,42,945,193,460,193,3.7569,,INLAND,132474.99,,127100
-117.8,33.77,29,5436,707,2046,685,8.7496,,<1H OCEAN,473139.63,,349500
-118.51,34.11,29,9013,1117,2919,1061,13.947,,<1H OCEAN,497125.79,,500001
-122.43,37.73,52,3602,738,2270,647,3.8934,,NEAR BAY,328398.03,,251800
-118.03,34.06,31,1513,389,1396,364,2.4706,,<1H OCEAN,176556,,170600
-117.86,33.82,9,1682,291,1015,271,6.6603,,<1H OCEAN,291497.01,,230900
-116.91,32.87,14,3048,597,1690,576,4.3818,,<1H OCEAN,192692,,147100
-119.73,36.56,32,1513,272,1038,272,3.0469,,INLAND,88622,,82700
-116.4,33.78,8,3059,500,612,208,6.8729,,INLAND,269104.04,,259200
-118.21,33.97,43,1751,400,1558,379,3.0313,,<1H OCEAN,149903,,166100
-117.08,32.74,35,1434,253,753,228,2.3812,,NEAR OCEAN,135521,,135100
-122.67,38.47,19,1848,428,1130,433,3.0568,,<1H OCEAN,173765,,190300
-122.49,37.76,52,2245,425,1091,409,3.5909,,NEAR BAY,341807.01,,331200
-118.24,33.99,44,448,116,504,96,1.875,,<1H OCEAN,125904,,98600
-117.78,33.86,16,4390,660,2146,633,6.1504,,<1H OCEAN,278654,,266000
-117.19,32.8,16,2593,794,1235,684,3.1304,,NEAR OCEAN,192003,,166300
-122.23,37.88,41,880,129,322,126,8.3252,,NEAR BAY,441528.52,,452600
-122.4,37.75,44,6848,1584,3269,1383,2.8679,,NEAR BAY,238067,,243300
-122.03,37.59,16,4371,889,2530,817,4.6786,,NEAR BAY,225229.01,,256000
-117.74,34.05,27,852,237,1024,221,2.1141,,INLAND,100887,,110900
-122.17,38.06,16,3515,626,1764,626,4.4397,,NEAR BAY,210485.01,,187100
-118.23,33.96,39,405,163,686,164,1.695,,<1H OCEAN,119459,,94800
-117.47,34.07,24,1017,227,568,187,1.5972,,INLAND,82298,,112500
-117.08,32.68,19,3635,1078,3127,1098,1.324,,NEAR OCEAN,115059,,122600
-121.41,38.56,17,7228,1369,2455,1365,5.1385,,INLAND,189997,,179500
-122.61,38.24,25,2990,450,1335,434,4.7,,<1H OCEAN,234545,,190100
-117.99,33.68,14,3305,841,2272,769,3.4899,,<1H OCEAN,213040,,216700
-121.42,38.54,18,2525,501,1726,468,2.398,,INLAND,100631,,87600
-118.21,34.64,16,2573,427,1273,426,5.9508,,INLAND,218058,,181100
-117.07,32.78,26,3725,623,1516,627,4.7143,,NEAR OCEAN,195824,,268300
-121.92,37.34,52,2584,491,1087,433,4.4,,<1H OCEAN,287505.01,,391300
-118.55,34.19,31,1856,370,990,360,4.3654,,<1H OCEAN,226890,,223800
-118.3,34.02,27,2190,626,1768,528,1.2446,,<1H OCEAN,155589,,103800
-117.09,32.66,38,833,206,570,182,1.8333,,NEAR OCEAN,126000,,127100
-117.45,34.1,9,4288,1017,3156,900,2.7827,,INLAND,108775,,105800
-121.94,37.75,17,2559,370,1238,377,6.2781,,<1H OCEAN,303955,,269800
-118.18,34.22,40,1983,298,853,271,5.9845,,<1H OCEAN,337153.02,,241700
-121.95,38.65,19,1265,228,755,218,3.3472,,INLAND,119692,,69800
-118.28,34.1,48,805,246,633,235,2.3421,,<1H OCEAN,186683.01,,200000
-121.47,38.5,17,1895,424,620,417,1.7188,,INLAND,88367,,137500
-117.1,32.58,23,1662,377,1318,386,2.3,,NEAR OCEAN,128515,,120800
-121.97,36.98,17,2813,497,1337,477,3.7083,,NEAR OCEAN,262695,,252400
-118.13,34.15,24,1125,341,579,321,2.8125,,<1H OCEAN,191394.01,,141700
-119.08,36.09,25,1880,339,1003,315,2.7298,,INLAND,78907,,103400
-122.66,38.48,16,2697,490,1462,515,4.2051,,<1H OCEAN,208775,,190300
-121.36,38.03,7,3461,859,1518,741,3.5684,,INLAND,140223,,78700
-117.37,34.13,18,5877,1043,3114,1002,4.0294,,INLAND,122671,,133200
-117.36,34.1,31,2587,531,1227,489,2.3578,,INLAND,91838,,88600
-122.91,38.46,18,2021,,912,329,4.5,,<1H OCEAN,235680,,251900
-121.82,39.75,29,7744,1375,3316,1365,3.0253,,INLAND,114393,,111400
-117.35,33.21,24,1586,262,912,298,4.25,,NEAR OCEAN,299252.05,,150300
-120.99,37.68,28,3269,647,1595,617,2.2336,,INLAND,100711,,112700
-120.25,39.34,9,2739,555,294,110,3.1842,,INLAND,129236,,162500
-122.27,37.83,48,1798,432,987,374,1.0972,,NEAR BAY,120023,,104500
-118.29,34.1,39,2196,582,1165,538,2.9417,,<1H OCEAN,254795.06,,254200
-119.83,36.75,33,662,183,607,181,1.3929,,INLAND,54317,,55600
-118.15,34.14,27,1499,426,755,414,3.875,,<1H OCEAN,225549,,258300
-118.66,34.1,12,2560,365,907,366,10.076,,NEAR OCEAN,484993.9,,500001
-122.06,37.96,10,7136,1691,2959,1507,3.9816,,NEAR BAY,188056.01,,182000
-120.49,35.35,17,3043,608,1457,545,3.1641,,<1H OCEAN,173056,,158600
-122.24,40.17,51,2378,584,1083,494,1.577,,INLAND,80146,,51900
-121.35,38.61,27,3900,776,1549,761,2.7788,,INLAND,139313,,115700
-117.36,34.54,7,3940,764,2140,711,3.0357,,INLAND,123183,,91300
-118.35,34.1,20,2745,782,1161,739,3.9044,,<1H OCEAN,368427.2,,436400
-117.27,33.18,4,3371,773,1481,627,2.9133,,NEAR OCEAN,212527,,215700
-117.13,32.92,16,1565,257,893,239,5.5036,,<1H OCEAN,232022,,192300
-122.26,37.83,52,1443,311,660,292,3.0125,,NEAR BAY,214075.03,,184400
-118.22,34.1,33,1903,386,1187,340,4.0469,,<1H OCEAN,193085,,196600
-122.45,37.78,52,2686,606,1392,578,4,,NEAR BAY,428303.26,,355300
-117.21,34.11,26,1757,304,905,281,3.4103,,INLAND,111539,,90900
-122.64,38.23,49,2300,463,1061,429,4.075,,<1H OCEAN,260405.01,,228800
-118.18,33.99,36,988,337,1508,351,2.4375,,<1H OCEAN,153425,,154800
-120.58,38.77,21,1661,406,789,319,2.3583,,INLAND,117675,,108700
-115.41,32.99,29,1141,220,684,194,3.4038,,INLAND,85275,,107800
-117.93,33.84,23,2870,653,1680,598,3.2301,,<1H OCEAN,183891,,189900
-118.42,34.15,18,1880,420,681,333,4.3214,,<1H OCEAN,347101.1,,372300
-121.89,37.31,52,1994,404,1014,389,4.3882,,<1H OCEAN,267176,,223600
-118.38,33.95,35,3259,967,2003,920,3.2708,,<1H OCEAN,267224,,400000
-120.26,39.32,24,6012,1227,780,358,3.0043,,INLAND,121436,,122100
-117.69,33.52,3,7374,1444,3214,1279,4.538,,<1H OCEAN,258976.04,,278200
-121.34,38.05,16,667,92,267,90,5.6147,,INLAND,194859,,244700
-117.74,34.11,28,3494,566,1391,522,5.3637,,INLAND,209871,,214700
-116.14,34.22,32,3298,1228,763,360,1.875,,INLAND,83450,,47800
-121.83,37.26,15,3243,551,1752,551,5.5849,,<1H OCEAN,241205,,257400
-119.16,34.27,24,1824,331,1049,320,5.9181,,NEAR OCEAN,318864.1,,221100
-120,38.52,16,3045,543,202,102,3.15,,INLAND,124927,,140600
-117.13,32.73,43,2706,667,1531,614,2.1513,,NEAR OCEAN,149860.01,,145000
-121.59,37.02,14,6355,1279,3704,1224,4.4233,,INLAND,182210,,228600
-118.09,33.93,36,1585,323,1205,343,4.5306,,<1H OCEAN,191983,,183400
-118.1,33.94,33,639,129,460,118,3.1607,,<1H OCEAN,158373,,189000
-116.95,32.82,12,5535,1434,3112,1262,2.5949,,<1H OCEAN,139817,,108300
-118.21,33.93,41,619,138,636,145,2.5083,,<1H OCEAN,128992,,118100
-118.01,33.89,34,1653,292,1003,310,4.6,,<1H OCEAN,201529,,203400
-117.1,32.58,33,393,76,330,80,4.1029,,NEAR OCEAN,170377.01,,122700
-122.19,38.07,20,3000,525,1207,491,4.6406,,NEAR BAY,239164.02,,217500
-118.14,33.89,33,1250,276,866,268,4.1708,,<1H OCEAN,178438,,175000
-122.51,38.06,24,9493,1935,5162,1880,3.0742,,NEAR BAY,167283,,118800
-117.08,33.11,31,1832,444,1669,463,2.2146,,<1H OCEAN,131497,,116700
-117.25,32.84,19,1759,214,659,195,10.7751,,NEAR OCEAN,483926.81,,500001
-118.17,34.11,26,4971,996,2370,932,4.9676,,<1H OCEAN,275410.03,,381400
-122.61,38.24,17,1728,271,897,284,3.4896,,<1H OCEAN,201825,,185900
-121.95,37.21,20,2345,322,890,276,10.0187,,<1H OCEAN,471508.77,,500001
-118.31,33.84,52,1819,464,1068,424,3.625,,<1H OCEAN,300636,,270700
-118.34,33.84,36,1407,231,676,231,5.269,,<1H OCEAN,279089.01,,331900
-122.44,37.75,28,4930,1381,2232,1321,4.3232,,NEAR BAY,321667.04,,316200
-122.49,37.69,36,1344,258,782,265,4.5,,NEAR OCEAN,253998.01,,275600
-118.99,35.33,36,1590,367,1311,390,1.6786,,INLAND,58779,,52900
-120.67,40.5,15,5343,,2503,902,3.5962,,INLAND,119717,,85900
-118.14,34.07,52,695,145,523,170,3.665,,<1H OCEAN,297422.01,,220400
-118.2,34.19,38,2176,266,798,243,15.0001,,<1H OCEAN,499468.99,,500001
-117.95,34.02,19,1129,258,900,228,3.875,,<1H OCEAN,171704,,135600
-119.55,36.71,32,1963,508,2052,518,1.9076,,INLAND,60076,,55800
-117.89,33.9,23,1533,226,693,230,7.898,,<1H OCEAN,432198.51,,258200
-118.08,34.15,28,238,58,142,31,0.4999,,INLAND,96053,,500001
-117.98,33.82,34,1290,220,867,241,5.5486,,<1H OCEAN,226837,,218100
-118.35,33.93,31,2746,697,1973,598,3.5139,,<1H OCEAN,230409.01,,192800
-118.46,34.06,20,5448,1532,2202,1442,4.2554,,<1H OCEAN,426156.55,,500001
-117.59,33.88,13,3239,849,2751,813,2.6111,,INLAND,113788,,107000
-118.44,34.21,37,1665,335,1011,343,4.8703,,<1H OCEAN,219321,,185100
-118.14,33.76,50,2960,761,1179,718,3.5214,,NEAR OCEAN,335986.07,,398100
-119.36,36.21,25,1170,259,804,257,1.3889,,INLAND,57467,,50200
-118.39,34.02,38,2521,647,1091,597,4.1296,,<1H OCEAN,328203.1,,322900
-117.87,33.7,17,3216,607,1916,618,4.9153,,<1H OCEAN,236190,,266400
-114.66,32.74,17,1388,386,775,320,1.2049,,INLAND,62433,,44000
-120.4,38,17,2098,370,912,354,2.6544,,INLAND,117805,,112600
-118.25,33.97,36,1026,294,1316,268,1.7708,,<1H OCEAN,104510,,102600
-121.87,37.67,10,4337,800,1813,743,5.5,,INLAND,253967,,247200
-122.04,38.28,25,3304,493,1464,488,5.2527,,INLAND,207118,,130600
-121.64,39.22,37,1189,248,627,219,3.8611,,INLAND,111537.99,,100000
-117.84,33.84,23,4388,864,2526,846,4.5217,,<1H OCEAN,222880,,219400
-121.32,38.89,9,5927,1269,3369,1176,2.8194,,INLAND,123297,,111300
-122.25,37.89,42,2863,460,1031,448,6.7138,,NEAR BAY,419322.27,,368600
-117.69,34.1,17,3759,1035,1722,847,2.6074,,INLAND,116903,,137500
-118.6,34.08,40,866,181,399,176,6.91,,<1H OCEAN,395986.23,,380000
-118.13,33.77,37,4365,926,1661,868,5.3046,,NEAR OCEAN,314742.17,,360700
-117.66,34.1,37,1971,345,939,358,3.4634,,INLAND,141288,,145300
-122.16,37.75,24,1790,454,1137,386,2.537,,NEAR BAY,158339.01,,107900
-117.89,34.09,37,1813,394,1100,375,3.4453,,<1H OCEAN,191490,,176700
-117.03,33.89,6,78,11,27,10,3.125,,INLAND,157947,,187500
-119.06,34.38,33,1465,262,731,266,3.9464,,<1H OCEAN,225563,,230300
-121.82,37.28,31,1340,235,1336,270,4.2361,,<1H OCEAN,199459,,179500
-118.1,34.06,31,2852,740,3100,725,2.9524,,<1H OCEAN,182565,,178800
-121.14,37.47,38,2427,450,1272,474,2.8833,,INLAND,110528,,115200
-117.32,34.16,9,711,139,316,152,4.0156,,INLAND,146750.99,,131000
-118.24,33.91,40,972,240,761,225,1.4688,,<1H OCEAN,97403,,88200
-117.97,33.63,25,2482,360,960,352,6.1572,,NEAR OCEAN,342771.19,,344000
-121.96,37.13,26,50,5,17,4,15.0001,,<1H OCEAN,428295.66,,400000
-117.64,33.51,15,1743,254,943,274,5.9339,,<1H OCEAN,235329,,286000
-118.59,34.21,26,2335,669,1986,645,2.9974,,<1H OCEAN,201030,,178800
-121.51,38.69,28,800,149,450,158,2.1029,,INLAND,98936,,108600
-120.96,37.67,18,1442,229,538,220,4.2969,,INLAND,161841,,163200
-122.28,37.81,19,1207,243,721,207,1.1111,,NEAR BAY,124777,,108300
-121.42,37.73,2,2682,393,883,271,5.9934,,INLAND,242760,,196700
-122.97,38.53,48,3939,860,1257,571,2.1165,,<1H OCEAN,209399.05,,98700
-118.29,33.93,32,1815,488,1715,475,1.7244,,<1H OCEAN,104734,,111200
-121.97,37.54,31,1949,344,986,322,4.6349,,<1H OCEAN,245141,,196200
-117.71,33.58,2,2530,562,1066,510,4.6336,,<1H OCEAN,265398.13,,187500
-117.17,32.75,52,1052,,381,201,3.0726,,NEAR OCEAN,299084.17,,289600
-121.35,38.4,11,2322,459,1373,424,3.175,,INLAND,114665,,94400
-119.73,36.83,14,3348,491,1584,493,5.0828,,INLAND,124604,,111400
-118.29,33.92,34,1374,240,906,248,5.3292,,<1H OCEAN,232491,,155500
-121.3,38.12,11,1792,252,767,263,7.6889,,INLAND,292051.01,,229300
-117.7,33.68,29,5650,1084,3985,1056,2.8192,,<1H OCEAN,145744.01,,162500
-118.24,33.97,43,1357,349,1657,331,2.0819,,<1H OCEAN,109307,,111800
-122.59,38.78,15,764,145,366,143,3.375,,INLAND,131168,,103100
-117.22,32.87,14,3512,807,1835,792,3.35,,NEAR OCEAN,238062.06,,171000
-122.23,37.46,36,6090,1057,3081,1075,5.6629,,NEAR OCEAN,388685.04,,343600
-120.19,38.03,17,8651,1579,2071,757,3.1076,,INLAND,132233,,115800
-118.22,33.88,37,1149,280,1016,250,2.125,,<1H OCEAN,119679,,101900
-118.19,33.78,35,1511,593,914,539,0.9318,,NEAR OCEAN,162432,,187500
-120.64,35.46,6,5876,1406,2877,1304,2.5437,,<1H OCEAN,166586,,146400
-116.84,33.02,11,1227,202,645,198,5.6674,,<1H OCEAN,215262,,209800
-117.09,32.68,30,2662,653,1997,605,2.8089,,NEAR OCEAN,134891,,120600
-122.77,38.39,35,2611,475,1293,463,2.75,,<1H OCEAN,161236,,197500
-122.45,37.72,47,1773,345,1083,315,4.475,,NEAR BAY,297095.02,,221200
-121.52,38.57,43,2360,471,1041,452,2.89,,INLAND,118122,,86200
-118.13,34.58,29,2370,475,1746,483,3.7464,,INLAND,122061.99,,113500
-118.6,34.19,16,14912,4183,5105,3302,2.8312,,<1H OCEAN,168663,,213900
-118.44,34,40,1287,346,806,311,3.875,,<1H OCEAN,311013.01,,321300
-117.03,32.73,32,1750,333,997,335,3.4784,,NEAR OCEAN,130258,,154400
-121.89,37.34,46,1197,416,898,370,2.1714,,<1H OCEAN,187502,,190600
-118.34,33.9,36,1158,219,628,253,4.7426,,<1H OCEAN,235652,,242700
-118.48,34.42,21,1375,259,728,258,5.0166,,<1H OCEAN,216559,,229000
-118.33,34.16,37,2381,575,1235,499,3.7941,,<1H OCEAN,295056.01,,247800
-121.91,37.43,33,2791,496,1714,485,4.8304,,<1H OCEAN,246534,,224900
-119.83,36.82,14,1087,165,365,176,7.2909,,INLAND,259985.06,,155600
-122.47,37.76,52,2680,740,1587,713,2.5933,,NEAR BAY,328917.01,,359600
-117.7,35.64,8,2683,416,1154,399,5.8625,,INLAND,201046,,109400
-118.39,34.06,39,3299,831,1649,759,3.3295,,<1H OCEAN,345621.15,,500001
-122.47,37.76,52,2941,783,1545,726,2.9899,,NEAR BAY,354622.1,,406500
-122.23,37.81,52,2814,365,878,352,7.508,,NEAR BAY,401675.36,,348700
-120.45,34.96,11,1299,280,1158,223,2.5556,,<1H OCEAN,170300,,129200
-118.13,34.06,17,1714,572,1590,568,1.1875,,<1H OCEAN,190790,,183900
-117.01,32.63,7,6483,976,3269,1005,5.7358,,NEAR OCEAN,267010.03,,221600
-118.12,33.89,22,6876,1960,5162,1879,2.9293,,<1H OCEAN,163746,,170800
-118.44,34.03,25,2059,659,1349,588,3.2396,,<1H OCEAN,306960.01,,352400
-118,33.83,24,2578,580,1217,529,2.2401,,<1H OCEAN,180892.01,,212500
-118.23,33.94,39,1141,258,1313,234,2.0187,,<1H OCEAN,101260,,90100
-122.11,37.87,33,3398,500,1351,457,6.5814,,NEAR BAY,373450.09,,314200
-118.05,33.9,36,1047,227,975,239,3.1897,,<1H OCEAN,157038,,155000
-118.18,33.98,40,1698,431,1280,405,2.625,,<1H OCEAN,163327.01,,206300
-118.26,34.02,46,1249,357,1607,331,2.0703,,<1H OCEAN,132341,,114800
-120.98,37.6,36,1437,,1073,320,2.1779,,INLAND,84250,,58400
-122.32,37.52,26,4042,591,1611,578,8.4693,,NEAR OCEAN,474380.68,,419200
-117.8,33.53,41,2017,489,783,403,4.1591,,<1H OCEAN,355391.45,,500001
-117.26,33.81,22,4249,922,2405,846,2.1549,,INLAND,86480,,146500
-122.47,37.76,52,2465,489,1170,498,4.0793,,NEAR BAY,348027.01,,306700
-121.92,36.62,52,867,199,391,187,2.6713,,NEAR OCEAN,274803.02,,234600
-118.05,33.98,34,2142,390,1305,406,4.0379,,<1H OCEAN,194799,,172800
-117.81,33.79,23,3114,610,2045,577,3.75,,<1H OCEAN,209615,,211900
-122.35,37.95,42,1485,290,971,303,3.6094,,NEAR BAY,159342,,114600
-118.15,34.02,37,2344,631,2195,610,2.7022,,<1H OCEAN,162133,,151900
-122.38,39.68,21,1155,210,510,175,2.3851,,INLAND,89297,,67500
-118.11,33.91,22,1981,472,1231,457,4.0878,,<1H OCEAN,202070,,153700
-117.8,33.85,23,3038,470,1568,438,5.6403,,<1H OCEAN,237046,,233000
-122.21,37.78,43,1702,460,1227,407,1.7188,,NEAR BAY,110655,,126800
-122.47,37.72,46,1836,319,767,302,5.9114,,NEAR OCEAN,386351.05,,399000
-118.27,33.95,35,2073,494,1753,490,1.5,,<1H OCEAN,102525,,93600
-117.96,33.68,18,2594,539,817,485,2.3674,,<1H OCEAN,220150.09,,219200
-121.96,37.35,37,1755,325,699,321,3.925,,<1H OCEAN,246408,,251300
-121.62,39.5,18,2105,416,974,385,1.6346,,INLAND,71039,,63300
-117.07,33.01,25,2120,381,588,359,3.1187,,<1H OCEAN,174822.01,,169400
-121.71,36.78,19,2371,324,944,332,5.9175,,<1H OCEAN,274328.01,,240200
-122.2,37.79,49,882,195,737,210,2.6667,,NEAR BAY,137581,,122000
-117.2,32.79,31,3417,533,1245,532,4.7788,,NEAR OCEAN,221451.05,,276000
-117.06,33.14,27,3819,674,2447,717,3.8185,,<1H OCEAN,170710,,137200
-122.44,37.78,52,1118,279,514,284,2.4196,,NEAR BAY,273401.03,,346200
-121.94,37.24,19,1741,294,632,279,5.5944,,<1H OCEAN,310152.02,,290500
-118.37,34.17,10,1431,473,1438,429,2.2756,,<1H OCEAN,174283.02,,221400
-117.73,33.49,31,5112,778,1530,648,10.3983,,<1H OCEAN,486935.79,,500001
-117.68,33.61,19,2962,405,1295,440,6.0689,,<1H OCEAN,267545,,248000
-117.08,32.65,28,2296,603,1277,550,2.3562,,NEAR OCEAN,125517.01,,123800
-117.06,32.78,31,2485,436,942,448,4.8,,NEAR OCEAN,220187.02,,220800
-121.47,38.53,44,543,146,506,125,1.3646,,INLAND,82257,,65400
-117.1,32.68,47,1044,274,1003,280,1.7802,,NEAR OCEAN,95480,,97800
-121.96,37.25,35,1018,169,484,174,6.1648,,<1H OCEAN,315195.03,,371900
-120.5,37.32,13,1936,384,1158,367,2.75,,INLAND,92699,,83200
-118.21,34.03,44,1550,407,1718,403,2.5268,,<1H OCEAN,147585,,141100
-118.37,33.82,36,2416,394,1115,386,6.256,,<1H OCEAN,380078.13,,366900
-121.07,38.66,22,1831,274,813,269,4.6394,,INLAND,184579,,173400
-117.12,32.73,52,3976,718,1750,769,3.4151,,NEAR OCEAN,246477.01,,175400
-124.11,40.93,17,1661,329,948,357,2.7639,,NEAR OCEAN,104005,,90200
-124.11,40.81,23,959,212,425,175,2.5536,,NEAR OCEAN,100687,,96100
-120.04,36.97,20,2129,526,1845,522,1.8973,,INLAND,66023,,51600
